EFAEC_00466	1601	1724	1508	1033	1217	1043
EFAEC_00467	306	312	284	350	434	358
EFAEC_00468	121	146	124	179	206	152
EFAEC_00469	971	932	742	4389	4647	4375
EFAEC_00470	5980	5984	5107	8249	8757	8737
EFAEC_00471	1528	1516	1637	1046	1189	1005
EFAEC_00472	4628	4667	3777	12453	13980	12949
EFAEC_00473	1038	927	899	242	274	309
EFAEC_00474	215	257	265	204	287	261
EFAEC_00475	32789	29042	26389	67583	75646	72858
EFAEC_00476	1299	1648	1733	1155	1558	1211
EFAEC_00477	2717	2521	2435	1965	2384	2054
EFAEC_00478	363	327	359	3159	3721	3681
EFAEC_00479	8065	7107	6757	1187	1432	1315
EFAEC_00480	19332	18318	16033	3995	4474	4249
EFAEC_00481	1184	1060	995	1874	1815	1675
EFAEC_00482	1662	1567	1359	1463	1744	1609
EFAEC_00483	2261	2165	1953	1021	1149	1133
EFAEC_00484	4833	4228	3859	8591	9649	8910
EFAEC_00485	15499	12317	11108	4450	5103	4850
EFAEC_00486	4407	4638	4089	26362	29441	27771
EFAEC_00487	3169	2999	2716	576	665	559
EFAEC_00488	22	22	22	27	19	29
EFAEC_00489	978	1034	865	719	851	742
EFAEC_00490	4097	3519	2946	678	807	748
EFAEC_00491	9131	8560	7890	726	889	737
EFAEC_00492	13268	15294	13233	853	1147	935
EFAEC_00493	5609	5899	5310	3679	3986	3847
EFAEC_00494	1077	1105	1106	325	390	405
EFAEC_00495	2018	1989	1850	993	1076	979
EFAEC_00496	370	367	355	219	271	197
EFAEC_00497	4479	4383	3931	2109	2369	2115
EFAEC_00498	1332	1512	1322	394	477	389
EFAEC_00499	1455	1354	1300	898	1072	1053
EFAEC_00500	989	863	849	491	603	540
EFAEC_00501	7115	6169	5362	4504	4682	4564
EFAEC_00502	4270	4584	4106	3426	4010	3878
EFAEC_00503	4989	4560	4332	1109	1341	1264
EFAEC_00504	15783	15242	13554	3497	4002	3550
EFAEC_00505	6548	6695	5949	752	871	741
EFAEC_00506	3613	3540	3418	4937	5922	5137
EFAEC_00507	9282	9422	8524	10745	11803	11292
EFAEC_00508	7988	8361	7334	9340	10826	10081
EFAEC_00509	1	3	2	1	0	1
EFAEC_00510	2178	2147	2300	969	1251	1110
EFAEC_00511	5216	5808	5160	2167	2678	2359
EFAEC_00512	478	653	575	87	115	111
EFAEC_00513	459	485	467	863	967	928
EFAEC_00514	366	417	351	514	586	600
EFAEC_00515	536	516	479	315	327	351
EFAEC_00516	1002	846	791	4578	5007	4692
EFAEC_00518	953	744	615	580	629	668
EFAEC_00519	175	133	119	24242	30906	25177
EFAEC_00520	702	562	429	1201	1334	1220
EFAEC_00521	1313	1255	1129	2266	2588	2412
EFAEC_00522	34	51	52	51	62	57
EFAEC_00523	210	185	176	1745	2017	1806
EFAEC_00524	72	70	57	679	736	721
EFAEC_00525	246	279	217	1600	1499	1529
EFAEC_00526	1582	1837	1606	3617	5002	4451
EFAEC_00528	191	176	166	234	287	250
EFAEC_00529	2838	2767	2491	6407	8301	7426
EFAEC_00530	1409	1273	1139	587	698	570
EFAEC_00531	1735	1820	1637	1357	1638	1428
EFAEC_00532	2469	2417	2228	2772	3159	3063
EFAEC_00533	1536	1878	1708	1283	1713	1422
EFAEC_00534	846	763	743	1117	1351	1223
